OrderID,OrderDate,CustomerName,Region,Product,Category,Quantity,UnitPrice,Discount,ShippingCost,PaymentMethod,OrderStatus,GrossRevenue,NetRevenue
1255,2025-03-18,Aisha Clark,East,Backpack,Backpack,1,45.0,0.15,6.94,Paypal,Delivered,45.0,38.25
1010,2025-01-30,Omar Davis,South,Desk Lamp,Desk Lamp,1,18.75,0.15,10.03,Paypal,Processing,18.75,15.9375
1293,2025-02-05,Olivia Clark,South,Usb Charger,Usb Charger,3,11.2,0.15,11.98,Credit Card,Shipped,33.6,28.56
1233,2025-01-19,David Johnson,South,Running Shoes,Running Shoes,1,59.99,0.05,10.35,Credit Card,Delivered,59.99,56.9905
1226,2025-06-17,Wei Sharma,South,Wireless Mouse,Wireless Mouse,2,15.99,0.2,9.55,Paypal,Delivered,31.98,25.584
1096,2025-01-21,Priya Johnson,East,Coffee Mug,Coffee Mug,5,8.25,0.0,4.57,Paypal,Delivered,41.25,41.25
1169,2025-04-13,Olivia Clark,South,Running Shoes,Running Shoes,3,59.99,0.0,4.7,Credit Card,Delivered,179.97,179.97
1145,2025-06-12,Noah Ali,North,Bluetooth Speaker,Bluetooth Speaker,2,34.5,0.0,6.07,Debit Card,Delivered,69.0,69.0
1088,2025-04-15,Ahmed Farouk,North,Throw Pillow,Throw Pillow,2,14.0,0.15,3.82,Paypal,Delivered,28.0,23.8
1266,2025-03-24,Tom Wang,South,Bluetooth Speaker,Bluetooth Speaker,3,34.5,0.0,7.21,Paypal,Processing,103.5,103.5
1260,2025-04-02,Noah Brown,West,Usb Charger,Usb Charger,1,11.2,0.05,6.42,Paypal,Processing,11.2,10.64
1086,2025-05-23,Ahmed Li,East,Water Bottle,Water Bottle,4,12.5,0.2,3.62,Credit Card,Processing,50.0,40.0
1249,2025-05-19,Wei Smith,East,Running Shoes,Running Shoes,1,59.99,0.0,3.51,Credit Card,Returned,59.99,59.99
1253,2025-04-26,Chen Johnson,West,Yoga Mat,Yoga Mat,1,22.0,0.0,8.06,Debit Card,Delivered,22.0,22.0
1243,2025-04-06,Noah Davis,South,Throw Pillow,Throw Pillow,2,14.0,0.0,4.5,Debit Card,Processing,28.0,28.0
1001,2025-02-27,Linda Smith,South,Throw Pillow,Throw Pillow,2,14.0,0.0,11.08,Credit Card,Shipped,28.0,28.0
1101,2025-05-04,Chen Davis,South,Water Bottle,Water Bottle,1,12.5,0.15,8.23,Credit Card,Delivered,12.5,10.625
1313,2025-05-05,Aisha Taylor,North,Wireless Mouse,Wireless Mouse,1,15.99,0.05,4.04,Credit Card,Delivered,15.99,15.1905
1118,2025-03-26,Ahmed Ali,South,Backpack,Backpack,4,45.0,0.15,9.2,Paypal,Delivered,180.0,153.0
1022,2025-06-02,Emma Clark,North,Bluetooth Speaker,Bluetooth Speaker,2,34.5,0.1,9.09,Paypal,Delivered,69.0,62.1
1228,2025-01-01,Aisha Farouk,South,Coffee Mug,Coffee Mug,3,8.25,0.1,7.4,Credit Card,Processing,24.75,22.275
1236,2025-05-22,Wei Brown,North,Desk Lamp,Desk Lamp,1,18.75,0.0,5.92,Paypal,Processing,18.75,18.75
1213,2025-01-30,Omar Wilson,North,Bluetooth Speaker,Bluetooth Speaker,2,34.5,0.0,9.26,Debit Card,Shipped,69.0,69.0
1180,2025-02-25,Maria Clark,North,Coffee Mug,Coffee Mug,2,8.25,0.1,5.96,Paypal,Delivered,16.5,14.85
1320,2025-01-28,Sara Yousuf,North,Backpack,Backpack,3,45.0,0.15,10.49,Paypal,Delivered,135.0,114.75
1084,2025-05-29,Linda Garcia,East,Desk Lamp,Desk Lamp,5,18.75,0.0,6.01,Paypal,Delivered,93.75,93.75
1038,2025-06-28,Ahmed Farouk,West,Running Shoes,Running Shoes,2,59.99,0.15,4.75,Credit Card,Delivered,119.98,101.983
1006,2025-03-04,Ahmed Taylor,South,Usb Charger,Usb Charger,1,11.2,0.1,11.91,Credit Card,Delivered,11.2,10.08
1203,2025-04-08,Emma Wang,South,Backpack,Backpack,1,45.0,0.15,5.78,Paypal,Delivered,45.0,38.25
1295,2025-05-01,Fatima Yousuf,South,Yoga Mat,Yoga Mat,2,22.0,0.0,8.25,Debit Card,Processing,44.0,44.0
1250,2025-05-06,Linda Rodriguez,North,Backpack,Backpack,2,45.0,0.05,4.29,Paypal,Processing,90.0,85.5
1264,2025-03-01,Fatima Lee,North,Wireless Mouse,Wireless Mouse,1,15.99,0.0,7.56,Paypal,Delivered,15.99,15.99
1230,2025-04-28,David Garcia,North,Wireless Mouse,Wireless Mouse,1,15.99,0.15,4.84,Credit Card,Returned,15.99,13.5915
1157,2025-05-29,James Taylor,North,Coffee Mug,Coffee Mug,2,8.25,0.15,8.46,Paypal,Processing,16.5,14.025
1099,2025-01-22,Wei Lee,North,Bluetooth Speaker,Bluetooth Speaker,1,34.5,0.2,9.78,Credit Card,Delivered,34.5,27.6
1106,2025-02-24,Olivia Garcia,South,Wireless Mouse,Wireless Mouse,2,15.99,0.0,4.52,Debit Card,Delivered,31.98,31.98
1067,2025-02-16,Fatima Lee,North,Backpack,Backpack,5,45.0,0.0,7.68,Credit Card,Shipped,225.0,225.0
1117,2025-06-19,Olivia Li,South,Phone Case,Phone Case,1,9.99,0.1,9.08,Debit Card,Delivered,9.99,8.991
1219,2025-02-12,Fatima Lee,West,Usb Charger,Usb Charger,1,11.2,0.1,6.17,Debit Card,Delivered,11.2,10.08
1037,2025-03-02,Fatima Khan,South,Desk Lamp,Desk Lamp,3,18.75,0.0,5.19,Debit Card,Delivered,56.25,56.25
1221,2025-02-26,Fatima Khan,East,Notebook Set,Notebook Set,1,6.5,0.2,8.07,Credit Card,Delivered,6.5,5.2
1070,2025-05-05,Layla Li,North,Desk Lamp,Desk Lamp,5,18.75,0.15,8.68,Credit Card,Returned,93.75,79.6875
1033,2025-05-28,David Sharma,South,Notebook Set,Notebook Set,1,6.5,0.05,7.21,Debit Card,Delivered,6.5,6.175
1198,2025-01-26,Wei Khan,West,Backpack,Backpack,3,45.0,0.0,6.4,Paypal,Cancelled,135.0,135.0
1254,2025-06-25,Yusuf Johnson,East,Bluetooth Speaker,Bluetooth Speaker,1,34.5,0.2,10.61,Paypal,Delivered,34.5,27.6
1227,2025-04-17,Grace Li,West,Notebook Set,Notebook Set,2,6.5,0.15,10.25,Credit Card,Delivered,13.0,11.05
1229,2025-02-24,Layla Clark,West,Water Bottle,Water Bottle,4,12.5,0.2,5.91,Debit Card,Delivered,50.0,40.0
1277,2025-05-19,Linda Khan,West,Usb Charger,Usb Charger,3,11.2,0.2,4.02,Paypal,Delivered,33.6,26.88
1063,2025-04-27,Emma Ali,North,Throw Pillow,Throw Pillow,2,14.0,0.15,10.2,Paypal,Returned,28.0,23.8
1062,2025-03-03,Carlos Rodriguez,South,Desk Lamp,Desk Lamp,1,18.75,0.0,3.52,Paypal,Delivered,18.75,18.75
1271,2025-01-09,Chen Brown,East,Yoga Mat,Yoga Mat,5,22.0,0.0,11.59,Credit Card,Delivered,110.0,110.0
1312,2025-02-10,Fatima Johnson,North,Yoga Mat,Yoga Mat,1,22.0,0.2,7.6,Credit Card,Returned,22.0,17.6
1030,2025-03-27,Fatima Ahmed,West,Running Shoes,Running Shoes,1,59.99,0.0,10.19,Paypal,Delivered,59.99,59.99
1122,2025-06-23,Emma Ali,North,Coffee Mug,Coffee Mug,2,8.25,0.0,5.9,Credit Card,Delivered,16.5,16.5
1136,2025-06-13,Maria Hassan,North,Notebook Set,Notebook Set,4,6.5,0.0,6.95,Credit Card,Shipped,26.0,26.0
1056,2025-03-20,Layla Wilson,East,Phone Case,Phone Case,5,9.99,0.0,5.14,Paypal,Delivered,49.95,49.95
1305,2025-05-21,Linda Sharma,East,Coffee Mug,Coffee Mug,4,8.25,0.0,5.25,Credit Card,Processing,33.0,33.0
1093,2025-03-06,James Malik,South,Yoga Mat,Yoga Mat,1,22.0,0.1,3.72,Credit Card,Shipped,22.0,19.8
1239,2025-03-09,Ahmed Smith,South,Notebook Set,Notebook Set,1,6.5,0.0,11.56,Credit Card,Returned,6.5,6.5
1247,2025-01-18,Fatima Brown,West,Backpack,Backpack,1,45.0,0.05,6.14,Debit Card,Processing,45.0,42.75
1270,2025-04-18,Linda Smith,South,Wireless Mouse,Wireless Mouse,4,15.99,0.05,6.72,Credit Card,Delivered,63.96,60.762
1167,2025-04-27,Chen Taylor,South,Bluetooth Speaker,Bluetooth Speaker,3,34.5,0.0,11.06,Paypal,Delivered,103.5,103.5
1090,2025-06-26,Grace Taylor,East,Running Shoes,Running Shoes,2,59.99,0.0,11.58,Paypal,Delivered,119.98,119.98
1107,2025-04-12,Layla Brown,South,Backpack,Backpack,3,45.0,0.0,7.41,Credit Card,Delivered,135.0,135.0
1104,2025-02-09,Sara Wilson,South,Notebook Set,Notebook Set,1,6.5,0.0,4.19,Paypal,Delivered,6.5,6.5
1138,2025-01-20,Omar Hassan,North,Phone Case,Phone Case,5,9.99,0.2,6.88,Paypal,Delivered,49.95,39.96
1234,2025-05-16,Tom Li,North,Usb Charger,Usb Charger,1,11.2,0.0,4.89,Credit Card,Shipped,11.2,11.2
1225,2025-06-30,Aisha Yousuf,East,Desk Lamp,Desk Lamp,1,18.75,0.0,11.6,Debit Card,Shipped,18.75,18.75
1041,2025-05-14,Omar Malik,West,Water Bottle,Water Bottle,2,12.5,0.2,4.16,Paypal,Delivered,25.0,20.0
1130,2025-01-18,Tom Hassan,East,Desk Lamp,Desk Lamp,1,18.75,0.0,8.84,Paypal,Processing,18.75,18.75
1018,2025-03-13,Layla Farouk,West,Yoga Mat,Yoga Mat,4,22.0,0.0,4.14,Paypal,Cancelled,88.0,88.0
1134,2025-05-08,Tom Wilson,East,Yoga Mat,Yoga Mat,5,22.0,0.15,4.2,Paypal,Delivered,110.0,93.5
1192,2025-03-15,James Davis,North,Throw Pillow,Throw Pillow,2,14.0,0.1,9.23,Paypal,Cancelled,28.0,25.2
1057,2025-05-31,Fatima Rodriguez,North,Water Bottle,Water Bottle,5,12.5,0.0,4.35,Paypal,Delivered,62.5,62.5
1135,2025-01-21,Fatima Yousuf,East,Desk Lamp,Desk Lamp,3,18.75,0.0,8.62,Debit Card,Delivered,56.25,56.25
1082,2025-03-17,Tom Wang,North,Phone Case,Phone Case,2,9.99,0.15,8.31,Credit Card,Delivered,19.98,16.983
1019,2025-04-15,Layla Smith,West,Bluetooth Speaker,Bluetooth Speaker,2,34.5,0.0,6.91,Credit Card,Delivered,69.0,69.0
1252,2025-03-22,Wei Brown,West,Desk Lamp,Desk Lamp,2,18.75,0.2,5.81,Debit Card,Delivered,37.5,30.0
1315,2025-06-14,Tom Li,South,Backpack,Backpack,1,45.0,0.0,10.74,Paypal,Cancelled,45.0,45.0
1126,2025-06-30,Sara Lee,West,Throw Pillow,Throw Pillow,1,14.0,0.2,11.2,Credit Card,Shipped,14.0,11.2
1078,2025-02-12,Ahmed Sharma,South,Bluetooth Speaker,Bluetooth Speaker,1,34.5,0.05,3.89,Debit Card,Returned,34.5,32.775
1316,2025-02-27,Emma Wilson,North,Desk Lamp,Desk Lamp,1,18.75,0.1,5.5,Credit Card,Delivered,18.75,16.875
1291,2025-05-11,Noah Taylor,South,Running Shoes,Running Shoes,1,59.99,0.0,8.55,Debit Card,Shipped,59.99,59.99
1220,2025-04-09,James Lee,North,Yoga Mat,Yoga Mat,2,22.0,0.2,6.98,Paypal,Shipped,44.0,35.2
1153,2025-03-15,Chen Yousuf,North,Water Bottle,Water Bottle,3,12.5,0.1,10.0,Credit Card,Delivered,37.5,33.75
1262,2025-02-26,Emma Malik,North,Backpack,Backpack,1,45.0,0.2,10.63,Credit Card,Delivered,45.0,36.0
1174,2025-04-25,Carlos Wang,North,Coffee Mug,Coffee Mug,1,8.25,0.1,7.03,Credit Card,Delivered,8.25,7.425
1276,2025-03-09,Tom Hassan,West,Yoga Mat,Yoga Mat,5,22.0,0.0,10.62,Credit Card,Delivered,110.0,110.0
1040,2025-04-24,Noah Yousuf,North,Notebook Set,Notebook Set,3,6.5,0.2,11.21,Paypal,Delivered,19.5,15.6
1120,2025-06-08,Noah Garcia,South,Usb Charger,Usb Charger,3,11.2,0.2,4.88,Paypal,Delivered,33.6,26.88
1085,2025-02-12,Layla Hassan,East,Backpack,Backpack,2,45.0,0.2,6.01,Credit Card,Returned,90.0,72.0
1002,2025-02-20,Carlos Brown,South,Backpack,Backpack,1,45.0,0.1,7.32,Paypal,Delivered,45.0,40.5
1311,2025-04-13,Aisha Wilson,West,Yoga Mat,Yoga Mat,1,22.0,0.05,9.36,Debit Card,Cancelled,22.0,20.9
1150,2025-02-10,Tom Taylor,East,Running Shoes,Running Shoes,2,59.99,0.2,5.11,Paypal,Processing,119.98,95.984
1042,2025-04-09,Layla Khan,South,Yoga Mat,Yoga Mat,1,22.0,0.0,4.05,Paypal,Processing,22.0,22.0
1034,2025-03-26,Carlos Hassan,North,Running Shoes,Running Shoes,1,59.99,0.15,4.56,Debit Card,Shipped,59.99,50.9915
1290,2025-06-05,Fatima Taylor,East,Wireless Mouse,Wireless Mouse,2,15.99,0.0,6.7,Debit Card,Delivered,31.98,31.98
1143,2025-03-23,Priya Sharma,South,Notebook Set,Notebook Set,1,6.5,0.0,9.28,Credit Card,Delivered,6.5,6.5
1072,2025-05-22,Priya Lee,South,Coffee Mug,Coffee Mug,2,8.25,0.05,8.59,Credit Card,Delivered,16.5,15.675
1110,2025-06-15,Noah Davis,South,Water Bottle,Water Bottle,3,12.5,0.0,5.68,Paypal,Delivered,37.5,37.5
1011,2025-01-28,James Malik,South,Backpack,Backpack,1,45.0,0.1,7.82,Debit Card,Cancelled,45.0,40.5
1097,2025-05-10,Tom Taylor,North,Backpack,Backpack,2,45.0,0.05,9.47,Credit Card,Delivered,90.0,85.5
1132,2025-02-21,Omar Garcia,North,Desk Lamp,Desk Lamp,2,18.75,0.0,7.88,Debit Card,Returned,37.5,37.5
1189,2025-02-13,David Malik,South,Coffee Mug,Coffee Mug,5,8.25,0.05,9.62,Debit Card,Delivered,41.25,39.1875
1045,2025-06-01,Omar Li,North,Notebook Set,Notebook Set,1,6.5,0.05,7.14,Credit Card,Delivered,6.5,6.175
1048,2025-03-07,Linda Wang,East,Water Bottle,Water Bottle,5,12.5,0.15,11.69,Paypal,Shipped,62.5,53.125
1020,2025-05-23,Yusuf Farouk,South,Desk Lamp,Desk Lamp,4,18.75,0.15,6.02,Credit Card,Delivered,75.0,63.75
1175,2025-01-01,Sara Smith,South,Running Shoes,Running Shoes,2,59.99,0.2,3.88,Paypal,Shipped,119.98,95.984
1046,2025-04-08,David Rodriguez,East,Coffee Mug,Coffee Mug,3,8.25,0.0,4.2,Credit Card,Delivered,24.75,24.75
1115,2025-03-05,Ahmed Davis,South,Usb Charger,Usb Charger,1,11.2,0.0,7.95,Credit Card,Returned,11.2,11.2
1076,2025-06-17,Omar Smith,South,Throw Pillow,Throw Pillow,1,14.0,0.05,11.74,Credit Card,Delivered,14.0,13.3
1050,2025-05-25,Linda Ali,North,Usb Charger,Usb Charger,1,11.2,0.2,9.12,Debit Card,Delivered,11.2,8.96
1186,2025-03-03,Grace Brown,North,Throw Pillow,Throw Pillow,2,14.0,0.05,6.74,Debit Card,Processing,28.0,26.6
1309,2025-04-29,Yusuf Brown,North,Coffee Mug,Coffee Mug,2,8.25,0.0,10.93,Credit Card,Cancelled,16.5,16.5
1155,2025-06-05,Wei Wilson,North,Coffee Mug,Coffee Mug,5,8.25,0.0,8.71,Paypal,Delivered,41.25,41.25
1245,2025-01-04,Chen Johnson,South,Water Bottle,Water Bottle,1,12.5,0.0,6.76,Credit Card,Delivered,12.5,12.5
1140,2025-02-14,Carlos Johnson,South,Yoga Mat,Yoga Mat,1,22.0,0.05,10.39,Credit Card,Returned,22.0,20.9
1299,2025-02-23,David Garcia,South,Wireless Mouse,Wireless Mouse,5,15.99,0.0,7.66,Paypal,Processing,79.95,79.95
1194,2025-06-25,Chen Brown,North,Throw Pillow,Throw Pillow,1,14.0,0.0,6.72,Credit Card,Delivered,14.0,14.0
1095,2025-01-12,Linda Farouk,South,Backpack,Backpack,2,45.0,0.1,8.97,Paypal,Delivered,90.0,81.0
1240,2025-06-13,Priya Sharma,North,Throw Pillow,Throw Pillow,4,14.0,0.0,5.86,Paypal,Shipped,56.0,56.0
1182,2025-03-30,Fatima Sharma,South,Backpack,Backpack,5,45.0,0.0,6.21,Credit Card,Processing,225.0,225.0
1292,2025-03-12,David Malik,East,Usb Charger,Usb Charger,3,11.2,0.2,7.9,Debit Card,Delivered,33.6,26.88
1163,2025-06-28,Grace Rodriguez,East,Water Bottle,Water Bottle,2,12.5,0.1,9.8,Paypal,Delivered,25.0,22.5
1242,2025-06-20,Priya Johnson,South,Coffee Mug,Coffee Mug,1,8.25,0.0,9.52,Paypal,Delivered,8.25,8.25
