OrderID,OrderDate,CustomerName,Region,Product,Category,Quantity,UnitPrice,Discount,ShippingCost,PaymentMethod,OrderStatus,GrossRevenue,NetRevenue,,,,
1228,01-01-2025,Aisha Farouk,South,Coffee Mug,Coffee Mug,3,8.25,0.1,7.4,Credit Card,Processing,24.75,22.275,,,,
1236,5/22/2025,Wei Brown,North,Desk Lamp,Desk Lamp,1,18.75,0,5.92,Paypal,Processing,18.75,18.75,,,,
1213,1/30/2025,Omar Wilson,North,Bluetooth Speaker,Bluetooth Speaker,2,34.5,0,9.26,Debit Card,Shipped,69,69,,,,
1180,2/25/2025,Maria Clark,North,Coffee Mug,Coffee Mug,2,8.25,0.1,5.96,Paypal,Delivered,16.5,14.85,,,,
1320,1/28/2025,Sara Yousuf,North,Backpack,Backpack,3,45,0.15,10.49,Paypal,Delivered,135,114.75,,,,
1084,5/29/2025,Linda Garcia,East,Desk Lamp,Desk Lamp,5,18.75,0,6.01,Paypal,Delivered,93.75,93.75,,,,
1038,6/28/2025,Ahmed Farouk,West,Running Shoes,Running Shoes,2,59.99,0.15,4.75,Credit Card,Delivered,119.98,101.983,,,,
1006,03-04-2025,Ahmed Taylor,South,USB Charger,Usb Charger,1,11.2,0.1,11.91,Credit Card,Delivered,11.2,10.08,,,,
1203,04-08-2025,Emma Wang,South,Backpack,Backpack,1,45,0.15,5.78,Paypal,Delivered,45,38.25,,,,
1295,05-01-2025,Fatima Yousuf,South,Yoga Mat,Yoga Mat,2,22,0,8.25,Debit Card,Processing,44,44,,,,
1250,05-06-2025,Linda Rodriguez,North,Backpack,Backpack,2,45,0.05,4.29,Paypal,Processing,90,85.5,,,,
1264,03-01-2025,Fatima Lee,North,Wireless Mouse,Wireless Mouse,1,15.99,0,7.56,Paypal,Delivered,15.99,15.99,,,,
1230,4/28/2025,David Garcia,North,Wireless Mouse,Wireless Mouse,1,15.99,0.15,4.84,Credit Card,Returned,15.99,13.5915,,,,
1157,5/29/2025,James Taylor,North,Coffee Mug,Coffee Mug,2,8.25,0.15,8.46,Paypal,Processing,16.5,14.025,,,,
1099,1/22/2025,Wei Lee,North,Bluetooth Speaker,Bluetooth Speaker,1,34.5,0.2,9.78,Credit Card,Delivered,34.5,27.6,,,,
1106,2/24/2025,Olivia Garcia,South,Wireless Mouse,Wireless Mouse,2,15.99,0,4.52,Debit Card,Delivered,31.98,31.98,,,,
1067,2/16/2025,Fatima Lee,North,Backpack,Backpack,5,45,0,7.68,Credit Card,Shipped,225,225,,,,
1117,6/19/2025,Olivia Li,South,Phone Case,Phone Case,1,9.99,0.1,9.08,Debit Card,Delivered,9.99,8.991,,,,
1219,02-12-2025,Fatima Lee,West,USB Charger,Usb Charger,1,11.2,0.1,6.17,Debit Card,Delivered,11.2,10.08,,,,
1037,03-02-2025,Fatima Khan,South,Desk Lamp,Desk Lamp,3,18.75,0,5.19,Debit Card,Delivered,56.25,56.25,,,,
1221,2/26/2025,Fatima Khan,East,Notebook Set,Notebook Set,1,6.5,0.2,8.07,Credit Card,Delivered,6.5,5.2,,,,
1070,05-05-2025,Layla Li,North,Desk Lamp,Desk Lamp,5,18.75,0.15,8.68,Credit Card,Returned,93.75,79.6875,,,,
1033,5/28/2025,David Sharma,South,Notebook Set,Notebook Set,1,6.5,0.05,7.21,Debit Card,Delivered,6.5,6.175,,,,
1198,1/26/2025,Wei Khan,West,Backpack,Backpack,3,45,0,6.4,Paypal,Cancelled,135,135,,,,
1254,6/25/2025,Yusuf Johnson,East,Bluetooth Speaker,Bluetooth Speaker,1,34.5,0.2,10.61,Paypal,Delivered,34.5,27.6,,,,
1227,4/17/2025,Grace Li,West,Notebook Set,Notebook Set,2,6.5,0.15,10.25,Credit Card,Delivered,13,11.05,,,,
1229,2/24/2025,Layla Clark,West,Water Bottle,Water Bottle,4,12.5,0.2,5.91,Debit Card,Delivered,50,40,,,,
1277,5/19/2025,Linda Khan,West,USB Charger,Usb Charger,3,11.2,0.2,4.02,Paypal,Delivered,33.6,26.88,,,,
1063,4/27/2025,Emma Ali,North,Throw Pillow,Throw Pillow,2,14,0.15,10.2,Paypal,Returned,28,23.8,,,,
1062,03-03-2025,Carlos Rodriguez,South,Desk Lamp,Desk Lamp,1,18.75,0,3.52,Paypal,Delivered,18.75,18.75,,,,
1271,01-09-2025,Chen Brown,East,Yoga Mat,Yoga Mat,5,22,0,11.59,Credit Card,Delivered,110,110,,,,
1312,02-10-2025,Fatima Johnson,North,Yoga Mat,Yoga Mat,1,22,0.2,7.6,Credit Card,Returned,22,17.6,,,,
1030,3/27/2025,Fatima Ahmed,West,Running Shoes,Running Shoes,1,59.99,0,10.19,Paypal,Delivered,59.99,59.99,,,,
1122,6/23/2025,Emma Ali,North,Coffee Mug,Coffee Mug,2,8.25,0,5.9,Credit Card,Delivered,16.5,16.5,,,,
1136,6/13/2025,Maria Hassan,North,Notebook Set,Notebook Set,4,6.5,0,6.95,Credit Card,Shipped,26,26,,,,
1056,3/20/2025,Layla Wilson,East,Phone Case,Phone Case,5,9.99,0,5.14,Paypal,Delivered,49.95,49.95,,,,
1305,5/21/2025,Linda Sharma,East,Coffee Mug,Coffee Mug,4,8.25,0,5.25,Credit Card,Processing,33,33,,,,
1093,03-06-2025,James Malik,South,Yoga Mat,Yoga Mat,1,22,0.1,3.72,Credit Card,Shipped,22,19.8,,,,
1239,03-09-2025,Ahmed Smith,South,Notebook Set,Notebook Set,1,6.5,0,11.56,Credit Card,Returned,6.5,6.5,,,,
1247,1/18/2025,Fatima Brown,West,Backpack,Backpack,1,45,0.05,6.14,Debit Card,Processing,45,42.75,,,,
1270,4/18/2025,Linda Smith,South,Wireless Mouse,Wireless Mouse,4,15.99,0.05,6.72,Credit Card,Delivered,63.96,60.762,,,,
1167,4/27/2025,Chen Taylor,South,Bluetooth Speaker,Bluetooth Speaker,3,34.5,0,11.06,Paypal,Delivered,103.5,103.5,,,,
1090,6/26/2025,Grace Taylor,East,Running Shoes,Running Shoes,2,59.99,0,11.58,Paypal,Delivered,119.98,119.98,,,,
1107,04-12-2025,Layla Brown,South,Backpack,Backpack,3,45,0,7.41,Credit Card,Delivered,135,135,,,,
1104,02-09-2025,Sara Wilson,South,Notebook Set,Notebook Set,1,6.5,0,4.19,Paypal,Delivered,6.5,6.5,,,,
1138,1/20/2025,Omar Hassan,North,Phone Case,Phone Case,5,9.99,0.2,6.88,Paypal,Delivered,49.95,39.96,,,,
1234,5/16/2025,Tom Li,North,USB Charger,Usb Charger,1,11.2,0,4.89,Credit Card,Shipped,11.2,11.2,,,,
1225,6/30/2025,Aisha Yousuf,East,Desk Lamp,Desk Lamp,1,18.75,0,11.6,Debit Card,Shipped,18.75,18.75,,,,
1041,5/14/2025,Omar Malik,West,Water Bottle,Water Bottle,2,12.5,0.2,4.16,Paypal,Delivered,25,20,,,,
1130,1/18/2025,Tom Hassan,East,Desk Lamp,Desk Lamp,1,18.75,0,8.84,Paypal,Processing,18.75,18.75,,,,
1018,3/13/2025,Layla Farouk,West,Yoga Mat,Yoga Mat,4,22,0,4.14,Paypal,Cancelled,88,88,,,,
1134,05-08-2025,Tom Wilson,East,Yoga Mat,Yoga Mat,5,22,0.15,4.2,Paypal,Delivered,110,93.5,,,,
1192,3/15/2025,James Davis,North,Throw Pillow,Throw Pillow,2,14,0.1,9.23,Paypal,Cancelled,28,25.2,,,,
1057,5/31/2025,Fatima Rodriguez,North,Water Bottle,Water Bottle,5,12.5,0,4.35,Paypal,Delivered,62.5,62.5,,,,
1135,1/21/2025,Fatima Yousuf,East,Desk Lamp,Desk Lamp,3,18.75,0,8.62,Debit Card,Delivered,56.25,56.25,,,,
1082,3/17/2025,Tom Wang,North,Phone Case,Phone Case,2,9.99,0.15,8.31,Credit Card,Delivered,19.98,16.983,,,,
1019,4/15/2025,Layla Smith,West,Bluetooth Speaker,Bluetooth Speaker,2,34.5,0,6.91,Credit Card,Delivered,69,69,,,,
1252,3/22/2025,Wei Brown,West,Desk Lamp,Desk Lamp,2,18.75,0.2,5.81,Debit Card,Delivered,37.5,30,,,,
1315,6/14/2025,Tom Li,South,Backpack,Backpack,1,45,0,10.74,Paypal,Cancelled,45,45,,,,
1126,6/30/2025,Sara Lee,West,Throw Pillow,Throw Pillow,1,14,0.2,11.2,Credit Card,Shipped,14,11.2,,,,
1078,02-12-2025,Ahmed Sharma,South,Bluetooth Speaker,Bluetooth Speaker,1,34.5,0.05,3.89,Debit Card,Returned,34.5,32.775,,,,
1316,2/27/2025,Emma Wilson,North,Desk Lamp,Desk Lamp,1,18.75,0.1,5.5,Credit Card,Delivered,18.75,16.875,,,,
1291,05-11-2025,Noah Taylor,South,Running Shoes,Running Shoes,1,59.99,0,8.55,Debit Card,Shipped,59.99,59.99,,,,
1220,04-09-2025,James Lee,North,Yoga Mat,Yoga Mat,2,22,0.2,6.98,Paypal,Shipped,44,35.2,,,,
1153,3/15/2025,Chen Yousuf,North,Water Bottle,Water Bottle,3,12.5,0.1,10,Credit Card,Delivered,37.5,33.75,,,,
1262,2/26/2025,Emma Malik,North,Backpack,Backpack,1,45,0.2,10.63,Credit Card,Delivered,45,36,,,,
1174,4/25/2025,Carlos Wang,North,Coffee Mug,Coffee Mug,1,8.25,0.1,7.03,Credit Card,Delivered,8.25,7.425,,,,
1276,03-09-2025,Tom Hassan,West,Yoga Mat,Yoga Mat,5,22,0,10.62,Credit Card,Delivered,110,110,,,,
1040,4/24/2025,Noah Yousuf,North,Notebook Set,Notebook Set,3,6.5,0.2,11.21,Paypal,Delivered,19.5,15.6,,,,
1120,06-08-2025,Noah Garcia,South,USB Charger,Usb Charger,3,11.2,0.2,4.88,Paypal,Delivered,33.6,26.88,,,,
1085,02-12-2025,Layla Hassan,East,Backpack,Backpack,2,45,0.2,6.01,Credit Card,Returned,90,72,,,,
1002,2/20/2025,Carlos Brown,South,Backpack,Backpack,1,45,0.1,7.32,Paypal,Delivered,45,40.5,,,,
1311,4/13/2025,Aisha Wilson,West,Yoga Mat,Yoga Mat,1,22,0.05,9.36,Debit Card,Cancelled,22,20.9,,,,
1150,02-10-2025,Tom Taylor,East,Running Shoes,Running Shoes,2,59.99,0.2,5.11,Paypal,Processing,119.98,95.984,,,,
1042,04-09-2025,Layla Khan,South,Yoga Mat,Yoga Mat,1,22,0,4.05,Paypal,Processing,22,22,,,,
1034,3/26/2025,Carlos Hassan,North,Running Shoes,Running Shoes,1,59.99,0.15,4.56,Debit Card,Shipped,59.99,50.9915,,,,
1290,06-05-2025,Fatima Taylor,East,Wireless Mouse,Wireless Mouse,2,15.99,0,6.7,Debit Card,Delivered,31.98,31.98,,,,
1143,3/23/2025,Priya Sharma,South,Notebook Set,Notebook Set,1,6.5,0,9.28,Credit Card,Delivered,6.5,6.5,,,,
1072,5/22/2025,Priya Lee,South,Coffee Mug,Coffee Mug,2,8.25,0.05,8.59,Credit Card,Delivered,16.5,15.675,,,,
1110,6/15/2025,Noah Davis,South,Water Bottle,Water Bottle,3,12.5,0,5.68,Paypal,Delivered,37.5,37.5,,,,
1011,1/28/2025,James Malik,South,Backpack,Backpack,1,45,0.1,7.82,Debit Card,Cancelled,45,40.5,,,,
1097,05-10-2025,Tom Taylor,North,Backpack,Backpack,2,45,0.05,9.47,Credit Card,Delivered,90,85.5,,,,
1132,2/21/2025,Omar Garcia,North,Desk Lamp,Desk Lamp,2,18.75,0,7.88,Debit Card,Returned,37.5,37.5,,,,
1189,2/13/2025,David Malik,South,Coffee Mug,Coffee Mug,5,8.25,0.05,9.62,Debit Card,Delivered,41.25,39.1875,,,,
1045,06-01-2025,Omar Li,North,Notebook Set,Notebook Set,1,6.5,0.05,7.14,Credit Card,Delivered,6.5,6.175,,,,
1048,03-07-2025,Linda Wang,East,Water Bottle,Water Bottle,5,12.5,0.15,11.69,Paypal,Shipped,62.5,53.125,,,,
1020,5/23/2025,Yusuf Farouk,South,Desk Lamp,Desk Lamp,4,18.75,0.15,6.02,Credit Card,Delivered,75,63.75,,,,
1175,01-01-2025,Sara Smith,South,Running Shoes,Running Shoes,2,59.99,0.2,3.88,Paypal,Shipped,119.98,95.984,,,,
1046,04-08-2025,David Rodriguez,East,Coffee Mug,Coffee Mug,3,8.25,0,4.2,Credit Card,Delivered,24.75,24.75,,,,
1115,03-05-2025,Ahmed Davis,South,USB Charger,Usb Charger,1,11.2,0,7.95,Credit Card,Returned,11.2,11.2,,,,
1076,6/17/2025,Omar Smith,South,Throw Pillow,Throw Pillow,1,14,0.05,11.74,Credit Card,Delivered,14,13.3,,,,
1050,5/25/2025,Linda Ali,North,USB Charger,Usb Charger,1,11.2,0.2,9.12,Debit Card,Delivered,11.2,8.96,,TRUE,,TRUE
1186,03-03-2025,Grace Brown,North,Throw Pillow,Throw Pillow,2,14,0.05,6.74,Debit Card,Processing,28,26.6,,,,
1309,4/29/2025,Yusuf Brown,North,Coffee Mug,Coffee Mug,2,8.25,0,10.93,Credit Card,Cancelled,16.5,16.5,,,,
1155,06-05-2025,Wei Wilson,North,Coffee Mug,Coffee Mug,5,8.25,0,8.71,Paypal,Delivered,41.25,41.25,,,,
1245,01-04-2025,Chen Johnson,South,Water Bottle,Water Bottle,1,12.5,0,6.76,Credit Card,Delivered,12.5,12.5,,,,
1140,2/14/2025,Carlos Johnson,South,Yoga Mat,Yoga Mat,1,22,0.05,10.39,Credit Card,Returned,22,20.9,,,,
1299,2/23/2025,David Garcia,South,Wireless Mouse,Wireless Mouse,5,15.99,0,7.66,Paypal,Processing,79.95,79.95,,,,
1194,6/25/2025,Chen Brown,North,Throw Pillow,Throw Pillow,1,14,0,6.72,Credit Card,Delivered,14,14,,TRUE,,TRUE
1095,01-12-2025,Linda Farouk,South,Backpack,Backpack,2,45,0.1,8.97,Paypal,Delivered,90,81,,,,
1240,6/13/2025,Priya Sharma,North,Throw Pillow,Throw Pillow,4,14,0,5.86,Paypal,Shipped,56,56,,,,
